발생년,주야,요일,사망자수,사상자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,경도,위도
2012,야간,수,1,1,경남,거창군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.8531913,35.5807185
2012,주간,금,1,1,경기,용인시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.0529365,37.31761455
2012,야간,금,1,2,경북,김천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,128.0032241,36.19092077
2012,주간,목,1,1,경기,이천시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.4204256,37.23895584
2012,야간,월,1,1,전남,광양시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.6483932,34.9643711
2012,주간,일,1,5,전남,광양시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.7275002,34.98727926
2012,야간,목,1,2,경기,하남시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.1773642,37.57840723
2012,주간,월,1,1,충남,논산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.135484,36.1228595
2012,야간,월,1,5,경남,밀양시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,부당한 회전,128.7739994,35.44975847
2012,주간,목,1,1,전북,진안군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.4248084,35.77549842
2012,주간,목,1,5,대구,북구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.5374982,35.89470642
2012,야간,일,1,1,대구,달성군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.4843343,35.80140818
2012,주간,월,2,2,전북,무주군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.6583712,35.96462112
2012,야간,화,1,1,경기,화성시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.9016264,37.28902129
2012,야간,금,1,2,경기,광명시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.8520277,37.43926226
2012,주간,일,1,1,경남,진주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.2759122,35.24882305
2012,야간,화,1,1,경남,진주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.2715912,35.23128594
2012,야간,토,1,1,경북,구미시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.2575694,36.26772642
2012,야간,목,1,3,경북,구미시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.2489158,36.27669705
2012,야간,일,1,6,전북,정읍시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.9094055,35.63407671
2012,야간,일,1,1,경기,화성시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.8107478,37.2066359
2012,야간,일,1,2,충남,서산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.50446,36.75058052
2012,야간,일,1,1,광주,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8338956,35.15331167
2012,주간,수,1,1,경남,김해시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전거리 미확보,128.8590769,35.22071431
2012,야간,수,1,1,경기,안성시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.2017638,37.06876219
2012,주간,월,1,1,강원,춘천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.6849197,37.78841746
2012,야간,금,1,1,대전,유성구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.3253496,36.29997474
2012,주간,목,1,1,충남,태안군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.2918498,36.75975324
2012,야간,목,1,1,경기,포천시,차대사람,횡단중,횡단중,운전자법규위반,과속,127.2178411,38.01433447
2012,야간,금,1,1,인천,계양구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.7210047,37.54354126
2012,주간,화,1,1,서울,강서구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8219947,37.54415531
2012,야간,목,1,1,전남,순천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.5214013,34.95367494
2012,야간,금,1,1,경기,양평군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.4149164,37.51546093
2012,주간,화,1,1,인천,강화군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.4715914,37.6468879
2012,주간,수,1,1,인천,연수구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,126.6699554,37.40524246
2012,주간,월,1,1,경기,양주시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,126.9330789,37.68576419
2012,야간,금,1,5,경남,진주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.2710925,35.23200144
2012,야간,수,1,1,경남,창원시(통합),차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,128.6468703,35.27485481
2012,주간,목,1,1,경남,함안군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,128.4014703,35.28752702
2012,주간,일,1,1,충남,청양군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.830281,36.49126831
2012,야간,일,1,1,경북,경산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.7629997,35.8473881
2012,주간,일,1,3,강원,강릉시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.8393133,37.6692738
2012,주간,월,1,1,부산,기장군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,129.200668,35.25680531
2012,주간,일,1,1,경남,진주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.064092,35.19213393
2012,야간,토,1,1,경기,광주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.2970015,37.37469384
2012,주간,목,1,1,충남,천안시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,127.2966662,36.75811427
2012,주간,금,1,2,전북,남원시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,127.3879329,35.42619606
2012,야간,금,2,2,인천,남동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.7065366,37.46564096
2012,야간,목,1,1,인천,남동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.707045,37.44962738
2012,야간,화,1,2,부산,강서구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,128.9458047,35.22228805
2012,야간,금,1,2,충북,괴산군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.9980953,36.74375044
2012,야간,수,1,1,충북,제천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.1380384,37.14029124
2012,주간,목,1,1,경북,구미시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.3207402,36.13591977
2012,주간,화,1,3,경기,안산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,126.8595432,37.34785943
2012,야간,목,1,3,전북,완주군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.2584188,35.80368043
2012,주간,월,1,3,전북,완주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.0394541,35.83565237
2012,주간,토,1,4,충북,음성군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.5022468,36.96703096
2012,야간,화,1,1,경기,용인시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.1926612,37.25844164
2012,주간,수,1,1,경남,진주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,128.1147872,35.1589661
2012,야간,월,1,4,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.1035101,37.29377275
2012,야간,일,1,1,경남,진주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,128.2211021,35.18488075
2012,야간,금,1,3,경북,영천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.8957264,35.89876717
2012,주간,화,1,8,경기,평택시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.8678955,36.96535746
2012,주간,일,1,12,충남,천안시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.1888133,36.91222079
2012,야간,토,1,4,인천,남동구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,126.7324809,37.43319236
2012,야간,월,2,6,인천,계양구,차대차,기타,기타,운전자법규위반,안전거리 미확보,126.716412,37.52377153
2012,야간,금,1,1,경기,성남시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,127.1032685,37.39552024
2012,주간,목,1,2,경기,안양시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,126.9568799,37.37895712
2012,주간,월,1,4,서울,서초구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.0514426,37.45103974
2012,야간,월,2,4,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.2393397,36.37096579
2012,주간,목,2,2,경기,이천시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.4287321,37.22983889
2012,주간,토,1,1,경남,김해시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.8114742,35.22035584
2012,주간,금,1,3,충남,보령시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.5887335,36.47305353
2012,야간,금,1,2,경기,이천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.399082,37.23986802
2012,야간,금,1,2,전남,보성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.0534594,34.80529324
2012,야간,월,1,1,충남,보령시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.5905447,36.19483436
2012,야간,금,1,1,경기,김포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.7689985,37.59359293
2012,주간,금,1,1,경기,가평군,차대차,기타,기타,운전자법규위반,차로위반(진로변경 위반),127.5336729,37.68472449
2012,야간,수,1,1,경기,가평군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.5369062,37.68670647
2012,주간,목,1,2,전북,장수군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.657181,35.68770828
2012,야간,금,1,1,충북,청주시,차대차,기타,기타,운전자법규위반,기타(운전자법규위반),127.4245593,36.67355146
2012,주간,일,2,8,경기,시흥시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전거리 미확보,126.8681829,37.3691062
2012,주간,목,1,5,경북,김천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.0885292,36.1342206
2012,주간,화,1,2,경기,안성시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.1547273,36.99267979
2012,야간,일,1,1,부산,강서구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.968695,35.21213079
2012,야간,화,1,1,대구,서구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.5740508,35.86266809
2012,야간,화,1,1,경기,이천시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.4324811,37.28584529
2012,야간,화,1,1,경기,남양주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.3751435,37.67685762
2012,야간,토,1,1,경기,남양주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.1698665,37.61180849
2012,주간,금,1,1,경기,여주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.6392086,37.26571752
2012,야간,월,1,1,인천,남구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.6380532,37.44316838
2012,주간,토,1,6,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.1071709,37.29058502
2012,주간,금,1,1,전북,무주군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.6628488,35.94695278
2012,야간,월,1,2,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.9654583,36.44283697
2012,주간,수,1,2,경북,고령군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.347112,35.79832412
2012,주간,화,1,1,전남,영광군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,126.4993901,35.19924125
2012,야간,화,1,1,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.1259216,35.83727798
2012,주간,목,2,3,경남,고성군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,128.357931,35.03843746
2012,주간,토,1,2,충북,청원군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,기타(운전자법규위반),127.6069364,36.72449749
2012,야간,토,1,1,경기,안산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,126.8203081,37.3103596
2012,야간,목,1,1,경남,진주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.0977215,35.13451609
2012,야간,금,1,1,전북,부안군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,126.7217157,35.72423577
2012,주간,토,1,2,경기,김포시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,126.7805433,37.58748072
2012,야간,토,1,2,경기,포천시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.2911195,37.8638896
2012,주간,토,1,1,부산,해운대구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.1293021,35.22946874
2012,야간,수,1,2,경기,시흥시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.7457874,37.3460982
2012,주간,화,1,1,울산,남구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.3085702,35.54117136
2012,주간,월,1,1,경기,평택시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.0102191,37.03664815
2012,주간,월,1,1,대구,달성군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.4816366,35.74221404
2012,주간,토,1,3,충남,보령시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.5633999,36.26160821
2012,야간,금,1,2,대구,북구,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,128.5246768,35.8928511
2012,야간,목,2,4,대구,달성군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.4969649,35.80872411
2012,야간,금,1,1,경기,양주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.9316248,37.68459448
2012,야간,금,1,4,전북,남원시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,127.4983793,35.49245809
2012,주간,화,1,3,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.2709715,37.24687374
2012,야간,일,1,3,전북,익산시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,126.9774137,35.94053412
2012,주간,일,2,2,경남,합천군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,과속,128.1559844,35.73350294
2012,주간,화,1,1,울산,남구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,129.3073566,35.54656259
2012,야간,일,1,1,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0221265,37.26040006
2012,야간,목,1,1,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,127.1349268,35.84140802
2012,주간,금,1,1,경남,창원시(통합),차대차,기타,기타,운전자법규위반,신호위반,128.6839567,35.22532285
2012,야간,일,1,3,경남,함양군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.7828928,35.5202945
2012,주간,토,1,1,경남,사천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.9368287,35.05454389
2012,주간,목,1,3,경기,구리시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.1571186,37.58987842
2012,야간,월,1,3,강원,원주시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.818334,37.29861488
2012,야간,월,1,10,충남,청양군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.9397319,36.36835173
2012,주간,화,1,1,경남,김해시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,128.9828961,35.25961661
2012,주간,월,1,2,경남,김해시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.7137892,35.27883625
2012,주간,화,1,2,전북,완주군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.2083555,35.86798983
2012,야간,목,1,3,전북,완주군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.102399,35.92683105
2012,야간,월,1,1,경북,청도군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.7455433,35.6646973
2012,야간,금,1,2,충북,진천군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.4772479,36.86363181
2012,주간,수,1,1,울산,울주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,129.2454114,35.52893099
2012,주간,일,1,3,전북,부안군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.7236782,35.65638393
2012,야간,금,1,1,강원,원주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.8223109,37.30775326
2012,야간,금,1,4,대구,수성구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.6933948,35.8349369
2012,야간,토,1,1,경기,안성시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.132594,37.07328258
2012,야간,토,5,6,경기,안성시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.1357224,37.06132127
2012,야간,목,1,1,경북,김천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.1682301,36.13053884
2012,야간,화,1,6,대구,동구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.6997046,35.88263836
2012,야간,토,1,1,경북,칠곡군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.4388198,35.97357601
2012,야간,토,1,5,인천,남동구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,126.7024113,37.41965323
2012,야간,수,1,1,경남,통영시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.451279,34.88447835
2012,야간,금,1,1,충남,천안시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.2184906,36.760398
2012,야간,일,1,1,경남,김해시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.9791147,35.23662687
2012,주간,금,2,3,전남,함평군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.4804163,35.13174617
2012,주간,화,1,1,경남,양산시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,129.0107246,35.30852653
2012,주간,월,1,28,경남,양산시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,129.0335746,35.33094987
2012,야간,일,1,1,경기,하남시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전거리 미확보,127.1596849,37.51376645
2012,야간,금,1,2,경기,광주시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.2563246,37.45297379
2012,주간,화,1,1,충북,보은군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.863421,36.44818564
2012,주간,목,5,10,경기,화성시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,126.9736441,37.1826471
2012,주간,화,1,1,울산,울주군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.1693083,35.65832351
2012,야간,일,4,5,인천,중구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.535501,37.51687141
2012,야간,토,1,3,경남,산청군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.8595481,35.42968018
2012,주간,목,1,2,강원,원주시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.899109,37.36236852
2012,야간,수,1,2,경기,안산시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.8732225,37.34027101
2012,야간,화,1,1,경기,용인시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.1084989,37.11887156
2012,야간,목,1,3,충북,청원군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.461704,36.73982853
2012,주간,수,1,1,충북,음성군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.4724851,36.94294105
2012,주간,일,1,1,경북,상주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.911031,36.44732802
2012,주간,화,1,1,전북,고창군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,126.646691,35.36548243
2012,주간,수,1,1,전북,군산시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.7420109,35.94358799
2012,주간,목,1,1,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,127.1187146,36.80224582
2012,야간,화,1,2,충남,논산시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.178525,36.21221962
2012,주간,수,1,1,경남,진주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.1168991,35.18708843
2012,야간,금,1,3,경북,경산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,128.7352807,35.79077915
2012,주간,일,1,1,경북,청도군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.7456063,35.65950357
2012,주간,월,1,4,경기,수원시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.9946722,37.31682122
2012,야간,수,1,5,대구,동구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,128.6669265,35.91676945
2012,야간,수,1,1,울산,울주군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,129.2551399,35.41035516
2012,주간,수,1,9,경기,의왕시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,126.9954752,37.38573516
2012,야간,수,1,1,경북,경산시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.736336,35.75245192
2012,주간,월,1,1,경기,화성시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.9393873,37.19448763
2012,야간,토,1,1,경북,안동시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.7142815,36.56408828
2012,주간,월,1,1,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.360119,35.47068203
2012,주간,토,1,1,충남,서산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.4768977,36.76701431
2012,야간,일,1,2,대구,수성구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.6998917,35.84214776
2012,야간,목,1,1,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,127.4250348,36.63338112
2012,주간,화,1,1,경북,예천군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,128.3024358,36.51303193
2012,야간,수,1,1,전남,목포시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,126.3930899,34.79570408
2012,주간,목,1,1,경기,의왕시,차대사람,보도통행중,보도통행중,운전자법규위반,신호위반,126.9781227,37.34194304
2012,야간,수,1,1,부산,연제구,건널목,경보기무시,경보기 무시,운전자법규위반,철길건널목 통과방법위반,129.0708268,35.18571192
2012,주간,일,2,5,경북,영천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.92758,35.90421651
2012,야간,토,1,1,경기,평택시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.8676521,36.96489644
2012,야간,토,1,2,충남,당진시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.7093231,36.89452856
2012,야간,목,1,1,인천,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.6626495,37.43832469
2012,주간,토,1,3,강원,평창군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.4444541,37.6070668
2012,야간,화,1,5,전북,완주군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,127.0574837,35.9027094
2012,주간,화,4,9,경기,남양주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.3495664,37.63423935
2012,야간,화,1,2,경남,밀양시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.7885869,35.55461232
2012,주간,토,1,1,인천,남동구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.7768724,37.45862011
2012,야간,일,1,1,경북,예천군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,128.2848942,36.50669396
2012,야간,월,1,2,경기,성남시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.1747259,37.45053296
2012,주간,토,3,7,충남,천안시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,127.1216069,36.83410382
2012,야간,목,1,2,대전,유성구,차대차,기타,기타,운전자법규위반,신호위반,127.3181524,36.38724221
2012,주간,화,1,1,전남,강진군,차대사람,횡단중,횡단중,운전자법규위반,과속,126.7242396,34.56004691
2012,주간,일,1,5,대구,북구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.5272061,35.91795605
2012,주간,목,1,1,충북,옥천군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.7270682,36.2744089
2012,야간,일,1,1,경기,용인시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.1139801,37.29159895
2012,야간,일,1,2,경기,하남시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.2057603,37.53141265
2012,야간,화,1,1,경북,칠곡군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.5339858,36.09104916
2012,야간,화,1,2,경기,군포시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.9003135,37.32223061
2012,주간,화,1,8,전북,전주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.189149,35.83373449
2012,야간,화,1,2,경기,화성시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.0981568,37.21836177
2012,야간,금,1,1,경기,안성시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.1568642,36.98730439
2012,주간,일,1,5,전북,정읍시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.8266223,35.5675526
2012,야간,목,1,1,경기,하남시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.2372547,37.49387308
2012,주간,토,1,3,경기,여주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.6574204,37.25357985
