발생년,주야,요일,사망자수,사상자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,경도,위도
2013,야간,목,1,1,인천,연수구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,126.6476125,37.43399617
2013,주간,화,1,1,대구,중구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,기타(운전자법규위반),128.5877243,35.86312207
2013,주간,월,1,1,충북,청주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,127.4868547,36.59467006
2013,주간,화,1,1,전북,진안군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.4200546,35.74960054
2013,주간,화,1,1,전남,광양시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.7356237,34.98879673
2013,야간,수,1,1,충북,괴산군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.638851,36.7795089
2012,야간,목,1,1,울산,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.4288357,35.50135402
2012,야간,금,1,3,강원,양양군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.7059866,38.03149722
2012,야간,토,1,1,대구,달서구,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,128.5450246,35.84685814
2012,야간,일,1,1,경기,안산시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,126.7385582,37.32185008
2012,야간,일,1,3,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.580624,35.23578303
2012,야간,수,1,1,경북,경주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.2032682,35.83647204
2012,주간,월,1,1,전북,완주군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.1615371,35.9269943
2012,야간,일,1,2,서울,강동구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.1524864,37.5385689
2012,야간,토,1,1,경기,시흥시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.7255246,37.35351173
2012,야간,목,1,1,부산,금정구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,129.0894805,35.23110727
2012,주간,목,1,1,전남,나주시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.5621954,34.93419544
2012,야간,수,2,3,전남,해남군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,126.3891405,34.7070289
2012,주간,수,1,1,인천,남동구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,126.7473035,37.44744797
2012,야간,월,1,2,경기,남양주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.1640736,37.65026145
2012,주간,월,1,1,충남,홍성군,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,126.6569785,36.58932392
2012,야간,토,1,1,부산,진구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.0550291,35.1727524
2012,야간,금,1,1,서울,강남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.073908,37.48883597
2012,야간,금,1,1,경남,함안군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,128.3484662,35.32869276
2012,주간,금,1,5,제주,제주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,126.7050968,33.55274555
2012,야간,금,1,1,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.5679838,35.23143203
2012,주간,목,1,1,인천,남동구,차대차,기타,기타,운전자법규위반,기타(운전자법규위반),126.7285972,37.45807147
2012,주간,수,1,1,제주,제주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,126.3084613,33.44706381
2012,야간,수,1,1,경기,광주시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,127.2937409,37.38164688
2012,주간,화,1,1,인천,연수구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,126.6415285,37.40019018
2012,야간,일,1,1,부산,진구,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,129.0494017,35.15336783
2012,주간,일,2,2,충북,진천군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,127.5108964,36.88281661
2012,야간,일,1,1,부산,진구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.0592851,35.14376511
2012,주간,금,1,1,전남,영암군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,126.631453,34.84248193
2012,야간,일,1,1,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,127.1307725,36.79840755
2012,주간,월,1,1,충북,진천군,차대차,추돌,주정차중 추돌,운전자법규위반,안전거리 미확보,127.4327965,36.81443995
2012,주간,일,1,2,경기,이천시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.5965977,37.11430443
2012,야간,목,1,2,전남,고흥군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.2109872,34.57994412
2012,야간,수,1,1,부산,기장군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,129.1592752,35.28436433
2013,야간,화,1,1,충남,아산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.9787511,36.72225933
2013,야간,금,1,1,대구,동구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.6262099,35.86923161
2013,주간,금,1,5,대구,수성구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.6246723,35.84977231
2013,야간,일,1,2,충남,태안군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.2845852,36.7692974
2013,야간,화,2,2,경북,경주시,차대차,기타,기타,운전자법규위반,중앙선 침범,129.4657697,35.70403281
2013,야간,일,1,1,서울,강북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0321893,37.61001535
2013,주간,일,1,1,서울,강북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0393557,37.62872293
2013,주간,화,1,1,광주,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8388604,35.15167974
2013,야간,수,1,1,전남,여수시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.5627119,34.89308071
2012,주간,목,1,3,경기,포천시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,127.2092653,38.01660284
2012,야간,금,1,1,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,127.5129093,36.64045372
2012,주간,목,1,1,경기,의정부시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0643447,37.73247918
2012,야간,수,1,1,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.697855,35.15607381
2012,야간,화,1,1,광주,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.9007387,35.15440913
2012,주간,화,1,1,경남,진주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.2222387,35.18548713
2012,야간,화,2,12,서울,광진구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.0824359,37.55605357
2012,주간,월,1,1,경북,문경시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,부당한 회전,128.1968695,36.5856254
2012,주간,일,1,1,경남,진주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,127.9682479,35.23123449
2012,야간,토,1,1,서울,강서구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.8033711,37.59180886
2012,야간,목,1,1,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.5434939,33.50004917
2012,야간,금,1,1,부산,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.0062211,35.19836193
2012,야간,금,1,5,경기,용인시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,127.2859051,37.23321836
2012,주간,금,1,1,강원,횡성군,차량단독,전도전복,전도전복,운전자법규위반,기타(운전자법규위반),128.0582248,37.53301972
2012,주간,목,1,1,경남,양산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.9959207,35.30019953
2012,주간,화,1,1,경남,합천군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,128.2749311,35.55576232
2012,야간,월,1,3,경기,수원시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,127.0172754,37.29424568
2012,야간,월,1,2,경기,안양시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.939654,37.383627
2012,야간,화,1,1,광주,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8761222,35.17900953
2012,야간,토,1,1,전남,진도군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.2592266,34.47885505
2012,야간,금,1,1,전북,익산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.0634202,35.99601003
2014,주간,금,1,1,경기,오산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.0588279,37.15120216
2014,주간,목,1,9,경북,문경시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,128.0122186,36.58983435
2014,야간,화,1,3,세종,세종,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.2109147,36.45233748
2014,야간,수,1,1,강원,속초시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.5827147,38.18770048
2014,주간,수,1,1,대구,동구,차대사람,보도통행중,보도통행중,운전자법규위반,보행자 보호의무 위반,128.6434555,35.89231981
2014,야간,화,1,3,충북,음성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.7050535,36.94499381
2014,야간,일,1,1,경기,평택시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.0577026,37.07752506
2013,주간,목,1,1,경기,화성시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.9023453,37.14225048
2013,주간,금,1,2,전남,구례군,차대차,추돌,진행중 추돌,운전자법규위반,중앙선 침범,127.444084,35.31174767
2013,주간,일,1,3,대구,달성군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.4392513,35.72370908
2013,야간,수,1,1,경북,김천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,128.1381442,36.12346339
2013,야간,월,1,1,대구,달성군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,128.4821805,35.77927388
2013,야간,화,1,1,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0139212,37.26250306
2013,야간,금,1,1,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.3671044,33.4711802
2013,주간,목,1,1,서울,강서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8443551,37.557973
2013,야간,토,1,1,경기,시흥시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.818768,37.41463934
2013,야간,토,1,1,인천,남동구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,126.7116148,37.46447616
2013,야간,토,1,1,경기,파주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.8027124,37.75624522
2013,주간,금,1,5,경남,함안군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.304288,35.28837457
2013,주간,목,1,1,경기,부천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.7860381,37.48285914
2013,주간,화,1,1,강원,양양군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.6235535,38.07349162
2013,주간,화,1,1,서울,구로구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.885271,37.48649075
2012,야간,월,1,1,전남,보성군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,127.2950197,34.84061285
2012,주간,월,1,1,전남,함평군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,126.6094492,35.21520381
2012,주간,토,2,5,서울,마포구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.9458225,37.55659103
2012,주간,월,1,1,전남,순천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.5087553,34.89046343
2012,야간,일,1,1,충남,아산시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.9455732,36.78264302
